Document,Chunk Size,Overlap,kNN,Query,Document Filename,Chunk Index,Chunk Text,Relevance,Completeness,Accuracy
4.pdf,500,50,5,3. In which specific environmental conditions did Dicksonia antarctica exhibit the highest maximum net photosynthetic rate recorded for a fern?,4.pdf,6,"ted
strongly with VPD and the maximum net photosynthetic rate of 10.8 
 was the highest yet recorded for
a fern. These observations are consistent with the relatively low growth typically observed in 
 on sunny,
D. antarctica
exposed sites and vice versa on cool, humid sites exposed to sunﬂecks. Favourable water relations maintained under
conditions of moderate VPD (2.03 kPa) were probably due to stomatal control. However, inadequate rainfall or high
VPD (4.98 kPa) caused water stress, recovery ",7.5,5,7
4.pdf,500,50,5,3. In which specific environmental conditions did Dicksonia antarctica exhibit the highest maximum net photosynthetic rate recorded for a fern?,4.pdf,5,"s that, during
its  lifetime,  may  be  exposed  to:  (i)  a  humid  environment  beneath  a  rainforest  canopy;  and  (ii)  an  exposed
environment  following  wildﬁre.  Maximum  net  photosynthesis  and  quantum  yield  of  photosynthesis  correlated
strongly with VPD and the maximum net photosynthetic rate of 10.8 
 was the highest yet recorded for
a fern. These observations are consistent with the relatively low growth typically observed in 
 on sunny,
D. antarctica
exposed sites and vice v",7.5,6,6
4.pdf,500,50,5,3. In which specific environmental conditions did Dicksonia antarctica exhibit the highest maximum net photosynthetic rate recorded for a fern?,4.pdf,106,"et  photosynthesis  and
photosynthetic  photon  ﬂux  density  for  Dicksonia  antarctica
acclimated to an environment of high natural illumination in
a  glasshouse  at  ((cid:3))  the  University  of Tasmania  and  to  an
environment of low natural illumination at ((cid:2)) Liffey gulley.
Data  are  pooled  for  2  and  4  days  of  measurement  at  the
University  glasshouse  and  Liffey  gulley,  respectively.
Boundary lines are shown (after Jarvis 1976).

low VPD (<0.6 kPa; relative humidity ",7.5,5,7
4.pdf,500,50,3,4. How do the fronds of Dicksonia antarctica potentially contribute to water acquisition?,4.pdf,166,"rption  of  water  through  the  frond  (Eickmeier
1979;  Schwab  et al.  1989).  Stuart  (1968)  noted  that
Polypodium  polypodioides  will  not  rehydrate  without
direct  application  of  moisture  to  the  fronds.  Thus,
D.  antarctica  may  maintain  favourable  water  relations
for  growth  through  the  interception  of  rainfall  by
fronds.  This  strategy  may  eliminate  a  need  for  soil

 14429993, 2002, 4, Downloaded from https://onlinelibrary.wiley.com/doi/10.1046/j.1442-9993.200",7.5,6,8
4.pdf,500,50,5,5. How does Dicksonia antarctica respond to varying vapour pressure deficit (VPD) and what implications does this have on its photosynthesis?,4.pdf,3,"t
in  the  Soft Tree  Fern, 
Dicksonia
antarctica
  exhibited  strong  stomatal  response  down  to  a  vapour  pressure  deﬁcit  (VPD)  of  0.25 kPa,  an  unusual
characteristic  when  compared  with  other  ground  fern  species.  Net  photosynthetic  rate  may  be  a  response  of  the
microenvironment prevalent during frond development, reﬂecting acclimatory capacity. Both these ecophysiological
characteristics are consistent with the ecological niche of 
, a long-lived, ﬁre-resistant specie",7.5,5,7
5.pdf,500,50,5,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,6,"study had greater
overall growth for the duration of the study. This effect did not decrease even among the
tallest tree ferns in our study (up to 6 metres tall). Overall, Cyathea australis averaged 73
(± 22)mm/year of growth (± 1SD), with the rate increasing 5mm/yr per metre of additional
height. Dicksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on initial height were unexpected and we discuss possible reasons for this
finding. Variable growth rates ",7.5,6,8
5.pdf,500,50,5,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,78," our field data, we calculated the overall average growth of C. australis to be 73 (+/- 22)
mm/year of growth (+/- 1 SD) and 33 (+/- 13)mm/year for D. antarctica (Table 2).

Growth rates and initial height

For both C. australis and D. antarctica, initial height in 2009 was the most significant (Btail
<0.001) determinant of growth rates. Cyathea australis grew an additional 5mm each year for
every additional meter in height the tree fern was at the time of the fire. For D. antarctica, the
increa",7.5,6,8
5.pdf,500,50,5,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,81,"ad limited influence on growth rates in C. australis with no signifi-
cant effect identified for slope, elevation or aspect. In contrast, D. antarctica grew more rapidly
on steeper slopes at a rate of 0.3mm/year for each additional degree in slope (Btail = 0.010).
Elevation and aspect had no influence on the growth rate of D. antarctica and C. australis.

Growth rates and geographic location

Other than initial height in 2009, geographic location had the largest effect on growth rates.
Cyathea a",7.5,5,8
5.pdf,500,50,5,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,7,"ncreasing 5mm/yr per metre of additional
height. Dicksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on initial height were unexpected and we discuss possible reasons for this
finding. Variable growth rates also suggest that common age estimation methods of dividing
height by average growth rate are likely to underestimate the age of short tree ferns, while
overestimating the age of tall tree ferns, particularly if they have been subject to a fire.

Int",7.5,4,8
5.pdf,500,50,5,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,6,"study had greater
overall growth for the duration of the study. This effect did not decrease even among the
tallest tree ferns in our study (up to 6 metres tall). Overall, Cyathea australis averaged 73
(± 22)mm/year of growth (± 1SD), with the rate increasing 5mm/yr per metre of additional
height. Dicksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on initial height were unexpected and we discuss possible reasons for this
finding. Variable growth rates ",7.5,5,8
5.pdf,500,50,3,5. How does Dicksonia antarctica's growth rate compare with Cyathea australis' growth rate?,5.pdf,113,"aps not surprising
given Cyathea as a genus has many very fast growing species and, on average, have larger
crown spread than Dicksonia [16].This may in part be due to C. australis having a greater spe-
cific leaf area of 10.4m2/kg compared to 8.6m2/kg for D. antarctica [20] which provides for
greater photosynthetic capability. Physiologically, Cyathea australis also has leaf hairs that may
reduce UV-B exposure in the post-fire high growth irradiance environment. It is thought these
leaf hairs a",7.5,6,8
6.pdf,500,50,1,3. What are some conservation concerns regarding tree ferns in Australia?,6.pdf,212," available to discourage widespread poaching of tree ferns from either crown or 

private  lands.  These  are  then  dumped  on  the  domestic  market,  some  locally  but  the 

large majority is sold cheaply on the mainland, through Victoria. 

Federal  and  State  authorities  (ANCA,  Canberra  &  Parks  and  Wildlife  Service, 

Tasmania)  have  both  now  recognised  the  urgent  need  to  regulate  and  to  manage 

effectively the use and protection of the existing large tree fern resourc",7.5,5,9
6.pdf,500,50,5,5. How can tree fern populations be managed sustainably in plantation settings?,6.pdf,215,"ntly  being  proposed  in  consultation 

with existing tree fern harvesters and nurseries. 

The  proposed  management  plan  is  based  on  licenced  salvage  harvest,  tagging  and 

accounting of fern stems from point of harvest to point of retail sale. Licence fees and 

purchase price of tags will constitute a levy on the controlled harvest of this resource, 

providing funds for  resource  monitoring and conservation research of the species. A 

programme  for  replanting  of Dicksonia  t",7.5,5,7
6.pdf,500,50,1,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,158,"rfall  towards  the  living  apex  of  the  growing  fern.  The  tree  fern  is 

therefore  exquisitely  adapted  to  intercept  rainfall,  throughfall  and  decomposing  litter  in 

the forest understorey and to direct both water and dissolved nutrients towards hydration 

and nutrition of the large reservoir in the bulky upright stem. As field evidence suggests, 

the mature adult sporophyte is thus effectively decoupled from the soil. 

 
 
 
 
 
Fig.l.  Relationship between stomatal condu",7.5,5,8
6.pdf,500,50,3,"6. What unique adaptations allow tree ferns to thrive in shaded, moist environments?",6.pdf,158,"rfall  towards  the  living  apex  of  the  growing  fern.  The  tree  fern  is 

therefore  exquisitely  adapted  to  intercept  rainfall,  throughfall  and  decomposing  litter  in 

the forest understorey and to direct both water and dissolved nutrients towards hydration 

and nutrition of the large reservoir in the bulky upright stem. As field evidence suggests, 

the mature adult sporophyte is thus effectively decoupled from the soil. 

 
 
 
 
 
Fig.l.  Relationship between stomatal condu",7.5,3,8
8.pdf,500,50,3,"1. What is the Tasmanian soft tree fern, and where does it come from?",8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger specimens. The trade in 
wild origin soft tree ferns is legal but decidedly unethical. These plants are a byproduct of 
logging virgin temperate rainf",7.5,6,8
8.pdf,500,50,5,"1. What is the Tasmanian soft tree fern, and where does it come from?",8.pdf,0,"Why the trade in Tasmanian soft tree ferns is damaging species rich temperate rainforests: 

Large specimens of the Tasmanian soft tree fern (Dicksonia antarctica) are freely and legally 
available in the UK horticulture trade. These plants are slow-growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger specimens. The trade in 
wild origin soft tree ferns is legal but decidedly unethical. These plants are a byproduct of 
logging virgin temperate rainf",7.5,6,8
8.pdf,500,50,3,4. How do the climate needs of Dicksonia antarctica relate to British weather?,8.pdf,5,"thrive. They can grow well in mild parts of western Britain, where 
we have our own temperate rainforest, now reduced to about 1 percent of the UK, down 
from an original cover of about 20 percent. Many places where these tree ferns are planted 
are not within the British temperate rainforest zone. Many will experience unfavourable hot 
and dry summers. The only way these ferns will survive is if they are provided with regular 
and heavy irrigation, which is not sustainable. We often hear of the",7.5,5,8
8.pdf,500,50,5,5. What are the potential ecological risks of importing wild-origin soft tree ferns?,8.pdf,1,"growing temperate rainforest 
ferns and are likely to be more than 100 years old if they are larger specimens. The trade in 
wild origin soft tree ferns is legal but decidedly unethical. These plants are a byproduct of 
logging virgin temperate rainforest in Tasmania, a forest type far rarer than tropical 
rainforest. The plants have official papers for export, but the truth of their origins is not widely 
known. This trade provides another incentive for habitat destruction that causes species l",7.5,6,8
8.pdf,500,50,5,6. How can consumers help in reducing the demand for wild-sourced Dicksonia antarctica?,8.pdf,6,"not within the British temperate rainforest zone. Many will experience unfavourable hot 
and dry summers. The only way these ferns will survive is if they are provided with regular 
and heavy irrigation, which is not sustainable. We often hear of the strain being placed on 
water supply, particularly in the southeast. 

The buying public can help put a stop to this unethical trade by informing retailers, including 
some well-known household names, of the truth behind the trade in soft tree ferns",7.5,5,8
1.pdf,200,0,3,1. What percentage of Australia's landmass is covered by forest ecosystems?,1.pdf,251,"opean colonisa-
tion. Australia’s forest cover is estimated to have
reduced from 30% when Europeans arrived (Barson
et al. 2000), predominantly in the early 19th century,
to a current 17% (ABARES 2018",8,5,8.5
1.pdf,200,0,5,4. Why are tree ferns considered important for epiphyte habitats?,1.pdf,396,"ant eco-
logical role of tree ferns at the local scale (particularly
as a host to epiphytes; Appendix S2), their susceptibil-
ity to disturbance such as repeated ﬁre, their impor-
tance commercially t",8,4,6
1.pdf,200,0,3,5. Why might the effects of climate change be a concern for the management of tree ferns in Australia?,1.pdf,377,"may affect tree ferns into
the future, including the potential of negative impacts
to populations and conservation due to: climate

change; frequent ﬁre; invasive species; and commercial
demand. There",8,3,9
2.pdf,200,0,1,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,106,"4. Discussion

Tree-ferns declined signiﬁcantly in abundance after
clearfell harvesting operations. Across the six study
coupes, 16% of the tree-ferns on 23 monitored plots
remained alive 1 year after",8,4,8
2.pdf,200,0,3,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,109,"tored tree-ferns over a 2.5-year period.
Tree-fern mortality was still increasing up to 6 years
after clearfell harvesting, particularly for C. australis.
Almost 65% of the individuals of C. australis",8,6.5,9
2.pdf,200,0,3,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,65,"tored for 6 and 4
years, respectively, after clearfelling. Tree-ferns were
individually tagged and their locations mapped after
clearfelling to ensure accurate monitoring in the dense
forest regenerat",8,6,9
2.pdf,200,0,5,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,65,"tored for 6 and 4
years, respectively, after clearfelling. Tree-ferns were
individually tagged and their locations mapped after
clearfelling to ensure accurate monitoring in the dense
forest regenerat",8,4.5,9
2.pdf,200,0,5,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,30,"red tree-ferns survived to 1 year after
harvesting, 14% survived to 2.5 years after harvesting,
and 6% remained upright. The mechanical disturbance
associated with clearfelling, and perhaps the high
i",8,4,7.5
2.pdf,200,0,5,"4. Apart from tree-ferns, what other factors are affected by the decline in tree-fern abundance due to clearfelling?",2.pdf,132,"ern decline for other
species

An important implication of tree-fern decline is the
impact on the many other species that rely on tree-fern
trunks as substrate for germination or growth (see
Ough and ",8,4,7
2.pdf,200,0,3,"5. What specific silvicultural practice is primarily responsible for the changes in tree-fern abundance, and when did it become the major system practiced?",2.pdf,38,"articularly the extensive
1939 ﬁres. Since the 1960s, clearfelling has been the
major silvicultural system practised (Squire et al.,
1991).

2.2. The study sites

In the ﬁrst quantiﬁed study of tree-f",8,6,9
2.pdf,200,0,1,6. What conservation strategies that can be suggested to mitigate the decline in tree-fern populations due to clearfelling?,2.pdf,155,"learfelling practices can be imple-
mented that ameliorate the decline in tree-fern popula-
tions. Ough and Murphy (1996, 1998)
suggest
measures such as tree-fern reserves within coupes
(‘Understorey ",8,4,7.5
3.pdf,200,0,5,1. What type of environment does the Dicksonia antarctica naturally grow in?,3.pdf,17,"n

Dicksonia antarctica grows best in areas of rainfall of over 1,000 mm per year but in lower rainfall areas
does well in moist gullies. It is tolerant of fire and re-shoots readily after re-location",8,7,9
3.pdf,200,0,1,4. Why is it advised to keep old fronds on the plant?,3.pdf,20,"the most
effective method of watering.

It  is  best  to  leave  old  fronds  on  the  plant  in  order  to  protect  the  trunk  from  cold  and  desiccation.  Winter  protection  of  the  trunk  is
",8,7,9
3.pdf,200,0,3,4. Why is it advised to keep old fronds on the plant?,3.pdf,20,"the most
effective method of watering.

It  is  best  to  leave  old  fronds  on  the  plant  in  order  to  protect  the  trunk  from  cold  and  desiccation.  Winter  protection  of  the  trunk  is
",8,7,9
5.pdf,200,0,3,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,98,"of growth (+/- 1 SD) and 33 (+/- 13)mm/year for D. antarctica (Table 2).

Growth rates and initial height

For both C. australis and D. antarctica, initial height in 2009 was the most significant (Bta",8,7,9
5.pdf,200,0,5,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,105,"nsufficient numbers of C. austra-
lis in the O’Shannassy water catchment for statistical analyses of geographic location effects.
Dicksonia antarctica grew most rapidly in the Wallaby Creek water catc",8,6,9
5.pdf,200,0,3,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,9,"icksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on initial height were unexpected and we discuss possible reasons for this
finding. Variable growth rates ",8,5,7
5.pdf,200,0,5,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,147,"t, we found that taller C. australis and D. antarctica had grown more
than shorter individuals during the 5 year period of measurement. We considered four possi-
ble reasons for this: 1) The size and ",8,3,9
6.pdf,200,0,1,5. How can tree fern populations be managed sustainably in plantation settings?,6.pdf,293,"sustainable  silvicultural  production  of  advanced  adult  tree  ferns  in  moist 

eucalypt  forests  and  plantation  understoreys.  Properly  managed  and  supported  by 

well-targeted research,",8,4,7.5
8.pdf,200,0,3,6. How can consumers help in reducing the demand for wild-sourced Dicksonia antarctica?,8.pdf,9,"y in the southeast. 

The buying public can help put a stop to this unethical trade by informing retailers, including 
some well-known household names, of the truth behind the trade in soft tree ferns",8,4,7
1.pdf,200,25,1,1. What percentage of Australia's landmass is covered by forest ecosystems?,1.pdf,335,"estimated to have
reduced from 30% when Europeans arrived (Barson
et al. 2000), predominantly in the early 19th century,
to a current 17% (ABARES 2018). A proportion of
the remaining forests (22%) hav",8,5,8
1.pdf,200,25,3,1. What percentage of Australia's landmass is covered by forest ecosystems?,1.pdf,335,"estimated to have
reduced from 30% when Europeans arrived (Barson
et al. 2000), predominantly in the early 19th century,
to a current 17% (ABARES 2018). A proportion of
the remaining forests (22%) hav",8,5,7
1.pdf,200,25,5,1. What percentage of Australia's landmass is covered by forest ecosystems?,1.pdf,3,"ty of Tasmania, Hobart, Tasmania, Australia

Abstract Australian forest ecosystems cover almost 16% of Australia’s landmass. As the seventh-largest
forested area worldwide, these forest ecosystems hav",8,6,9
1.pdf,200,25,1,3. How do tree ferns contribute to the biodiversity of Australian forests?,1.pdf,5,"ice. Australian tree ferns contribute to both the unique biodi-
versity of these forests and current forest product markets. We review the Australian tree fern literature
including: the importance of ",8,2,7.5
1.pdf,200,25,5,3. How do tree ferns contribute to the biodiversity of Australian forests?,1.pdf,5,"ice. Australian tree ferns contribute to both the unique biodi-
versity of these forests and current forest product markets. We review the Australian tree fern literature
including: the importance of ",8,2,8
1.pdf,200,25,1,4. Why are tree ferns considered important for epiphyte habitats?,1.pdf,253,"ies have concentrated on tree ferns as habitat or food
for animals and as substrates for epiphyte occurrence
and persistence.

Habitat or food for fauna

Tree ferns, both alive and dead, provide habit",8,3,7
2.pdf,200,25,1,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,40,"red tree-ferns survived to 1 year after
harvesting, 14% survived to 2.5 years after harvesting,
and 6% remained upright. The mechanical disturbance
associated with clearfelling, and perhaps the high
i",8,4,7
2.pdf,200,25,3,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,40,"red tree-ferns survived to 1 year after
harvesting, 14% survived to 2.5 years after harvesting,
and 6% remained upright. The mechanical disturbance
associated with clearfelling, and perhaps the high
i",8,4,7
2.pdf,200,25,3,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,145,"phy (1996) recorded no natural mor-
tality in monitored tree-ferns over a 2.5-year period.
Tree-fern mortality was still increasing up to 6 years
after clearfell harvesting, particularly for C. austra",8,7,8.5
2.pdf,200,25,5,"3. What percentage of tree-ferns remained alive one year after clearfell harvesting, according to the study?",2.pdf,100,"er clearfelling

The number of tree-ferns on all 23 plots decreased
from pre-harvest to 1-year post-harvest. Overall, 16%
of the 2391 tree-ferns monitored remained alive 1 year
after the coupes were c",8,7.5,9.5
2.pdf,200,25,5,"3. What percentage of tree-ferns remained alive one year after clearfell harvesting, according to the study?",2.pdf,141,"e
area remained on the plots after clearfelling.

4. Discussion

Tree-ferns declined signiﬁcantly in abundance after
clearfell harvesting operations. Across the six study
coupes, 16% of the tree-ferns",8,4,7
2.pdf,200,25,3,"4. Apart from tree-ferns, what other factors are affected by the decline in tree-fern abundance due to clearfelling?",2.pdf,175,"ate of tree-ferns in stands regenerating
after clearfelling differs from recruitment rates in
naturally disturbed forest.

4.1. Implications of tree-fern decline for other
species

An important implic",8,3,7
3.pdf,200,25,5,2. How tall can Dicksonia antarctica typically grow?,3.pdf,1,"tive to eastern Australia, ranging from south-east Queensland, coastal New South
Wales and Victoria to Tasmania.

Dicksonia antarctica

Anatomy and biology

These ferns can grow to 15 m (49 ft) in hei",8,5,9
4.pdf,200,25,3,4. How do the fronds of Dicksonia antarctica potentially contribute to water acquisition?,4.pdf,274,"
apex  and  may  hydrate  the  aerial  adventitious  roots
present at the base of each frond. This characteristic of
D.  antarctica  is  unusual  as  water  absorption  occurs
mainly through a subterr",8,4,7.5
4.pdf,200,25,5,5. How does Dicksonia antarctica respond to varying vapour pressure deficit (VPD) and what implications does this have on its photosynthesis?,4.pdf,5,"t
in  the  Soft Tree  Fern, 
Dicksonia
antarctica
  exhibited  strong  stomatal  response  down  to  a  vapour  pressure  deﬁcit  (VPD)  of  0.25 kPa,  an  unusual
characteristic  when  compared  with",8,3,7
4.pdf,200,25,5,5. How does Dicksonia antarctica respond to varying vapour pressure deficit (VPD) and what implications does this have on its photosynthesis?,4.pdf,208,"  moisture  and
temperature conditions.

Stomatal  conductance  of  D.  antarctica  was  highly
responsive to VPD, a curvi-linear decrease occurring at
VPD  > 0.25 kPa. This  response  is  atypical  o",8,4,8
4.pdf,200,25,5,5. How does Dicksonia antarctica respond to varying vapour pressure deficit (VPD) and what implications does this have on its photosynthesis?,4.pdf,202,"ed from the roof of
the glasshouse.

DISCUSSION

The  results  of  this  study  indicate:  (i)  that  Dicksonia
antarctica  exhibits  a  strong  response  to VPD;  (ii)  that
increasing VPD negatively",8,3,7
5.pdf,200,25,3,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,130," our field data, we calculated the overall average growth of C. australis to be 73 (+/- 22)
mm/year of growth (+/- 1 SD) and 33 (+/- 13)mm/year for D. antarctica (Table 2).

Growth rates and initial h",8,6,9
5.pdf,200,25,3,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,131," antarctica (Table 2).

Growth rates and initial height

For both C. australis and D. antarctica, initial height in 2009 was the most significant (Btail
<0.001) determinant of growth rates. Cyathea au",8,3,6.5
5.pdf,200,25,1,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,196,"t, we found that taller C. australis and D. antarctica had grown more
than shorter individuals during the 5 year period of measurement. We considered four possi-
ble reasons for this: 1) The size and ",8,3.5,7
5.pdf,200,25,3,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,196,"t, we found that taller C. australis and D. antarctica had grown more
than shorter individuals during the 5 year period of measurement. We considered four possi-
ble reasons for this: 1) The size and ",8,4,7.5
6.pdf,200,25,3,3. What are some conservation concerns regarding tree ferns in Australia?,6.pdf,124,"us rainforest (Kirkpatrick, 1991). 

Although tree ferns on mainland Australia are protected by state flora and fauna legislation, 

Tasmanian tree ferns are unprotected except in designated reserves,",8,4,9
1.pdf,200,50,5,2. What are the main disturbances that Australian tree ferns face in their natural habitat?,1.pdf,497,"f Australian tree fern literature has
been the impact of disturbance, which includes snow
fall (Fedrigo et al. 2018) and light/gap creation (Ash-
ton 2000; Dignan & Bren 2003), with the majority
focus",8,5,7.5
1.pdf,200,50,3,3. How do tree ferns contribute to the biodiversity of Australian forests?,1.pdf,8,"unique biodi-
versity of these forests and current forest product markets. We review the Australian tree fern literature
including: the importance of tree ferns for other components of biodiversity; t",8,5,7
1.pdf,200,50,1,4. Why are tree ferns considered important for epiphyte habitats?,1.pdf,443,"her, tree ferns and their epiphytic species in
wet eucalypt forests play a key role in the ecology of
forests through habitat provision, rainfall funnelling
and moisture retention (Scott 1994). In Aus",8,6,9
1.pdf,200,50,5,4. Why are tree ferns considered important for epiphyte habitats?,1.pdf,792,"ant eco-
logical role of tree ferns at the local scale (particularly
as a host to epiphytes; Appendix S2), their susceptibil-
ity to disturbance such as repeated ﬁre, their impor-
tance commercially t",8,3,7
1.pdf,200,50,5,6. What potential impact could more frequent fire events have on the tree fern populations and their associated ecosystems?,1.pdf,754,"may affect tree ferns into
the future, including the potential of negative impacts
to populations and conservation due to: climate

change; frequent ﬁre; invasive species; and commercial
demand. There",8,3,7
2.pdf,200,50,3,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,130,"tored for 6 and 4
years, respectively, after clearfelling. Tree-ferns were
individually tagged and their locations mapped after
clearfelling to ensure accurate monitoring in the dense
forest regenerat",8,5,9
2.pdf,200,50,5,"5. What specific silvicultural practice is primarily responsible for the changes in tree-fern abundance, and when did it become the major system practiced?",2.pdf,54,"8), principally by clearfelling (Squire et al., 1991).
Low tree-fern numbers in Wet Forest regenerating
after clearfelling has been reported in south-eastern
Australia for several years (e.g. Harris, ",8,4.5,8
3.pdf,200,50,3,1. What type of environment does the Dicksonia antarctica naturally grow in?,3.pdf,34,"n

Dicksonia antarctica grows best in areas of rainfall of over 1,000 mm per year but in lower rainfall areas
does well in moist gullies. It is tolerant of fire and re-shoots readily after re-location",8,7,9
3.pdf,200,50,1,5. What adaptation does Dicksonia antarctica have for surviving in fire-prone areas?,3.pdf,33,"aptation to fire with the trunk and top of the plant being quite resistant to damage.[3]

Cultivation

Dicksonia antarctica grows best in areas of rainfall of over 1,000 mm per year but in lower rainf",8,5,9
3.pdf,200,50,3,5. What adaptation does Dicksonia antarctica have for surviving in fire-prone areas?,3.pdf,33,"aptation to fire with the trunk and top of the plant being quite resistant to damage.[3]

Cultivation

Dicksonia antarctica grows best in areas of rainfall of over 1,000 mm per year but in lower rainf",8,5,9
3.pdf,200,50,3,5. What adaptation does Dicksonia antarctica have for surviving in fire-prone areas?,3.pdf,34,"n

Dicksonia antarctica grows best in areas of rainfall of over 1,000 mm per year but in lower rainfall areas
does well in moist gullies. It is tolerant of fire and re-shoots readily after re-location",8,4,7
4.pdf,200,50,1,4. How do the fronds of Dicksonia antarctica potentially contribute to water acquisition?,4.pdf,22,"ater supply. The funnel-shaped rosette of fronds of 
 may harvest rainfall and make it accessible
D. antarctica
to aerial roots situated at the base of fronds. This process may maintain favourable wat",8,5.5,8
4.pdf,200,50,3,4. How do the fronds of Dicksonia antarctica potentially contribute to water acquisition?,4.pdf,23," antarctica
to aerial roots situated at the base of fronds. This process may maintain favourable water relations independently of
a subterranean root system. This proposed strategy of water acquisitio",8,3,7
4.pdf,200,50,5,4. How do the fronds of Dicksonia antarctica potentially contribute to water acquisition?,4.pdf,411,"
apex  and  may  hydrate  the  aerial  adventitious  roots
present at the base of each frond. This characteristic of
D.  antarctica  is  unusual  as  water  absorption  occurs
mainly through a subterr",8,5,7.5
4.pdf,200,50,3,5. How does Dicksonia antarctica respond to varying vapour pressure deficit (VPD) and what implications does this have on its photosynthesis?,4.pdf,304,"  Dicksonia
antarctica  exhibits  a  strong  response  to VPD;  (ii)  that
increasing VPD negatively affects maximum net photo-
synthesis  and  quantum  yield  of  photosynthesis;  (iii)
that  low  st",8,4.5,7
4.pdf,200,50,3,6. Why might Dicksonia antarctica be considered to occupy a broad ecological niche?,4.pdf,311,"  of  the  species  to  inhabit  an  ecological  niche
characterized  by  a  wide  range  of  light,  moisture  and
temperature conditions.

Stomatal  conductance  of  D.  antarctica  was  highly
resp",8,3,7
5.pdf,200,50,5,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,17,"3
(± 22)mm/year of growth (± 1SD), with the rate increasing 5mm/yr per metre of additional
height. Dicksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on ini",8,6,7
5.pdf,200,50,1,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,211," geographic location effects.
Dicksonia antarctica grew most rapidly in the Wallaby Creek water catchment and was
12.5mm/yr faster than in Marysville State Forest (Btail = 0.002), 10.2mm/yr faster tha",8,7,8.5
5.pdf,200,50,5,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,17,"3
(± 22)mm/year of growth (± 1SD), with the rate increasing 5mm/yr per metre of additional
height. Dicksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on ini",8,6.5,7.5
5.pdf,200,50,5,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,18,"icksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on initial height were unexpected and we discuss possible reasons for this
finding. Variable growth rates ",8,5,9
5.pdf,200,50,1,5. How does Dicksonia antarctica's growth rate compare with Cyathea australis' growth rate?,5.pdf,282,"alis grows faster than D. antarctica. This is perhaps not surprising
given Cyathea as a genus has many very fast growing species and, on average, have larger
crown spread than Dicksonia [16].This may ",8,5,8
5.pdf,200,50,5,5. How does Dicksonia antarctica's growth rate compare with Cyathea australis' growth rate?,5.pdf,88,"/ 15

Non-linear growth in tree ferns, Dicksonia antarctica and Cyathea australis

We posed three key questions with related hypotheses: What are the rates of growth of D.
antarctica and C. australis",8,3,5
